ID,light_brown,dark_brown,black,blue_gray,red,white
SYNSKIN_0030676,0,0,1,0,0,0
SYNSKIN_0031800,1,1,0,0,0,1
SYNSKIN_0033230,0,0,1,1,0,0
SYNSKIN_0032508,1,1,0,0,1,0
SYNSKIN_0029801,0,1,1,0,0,0
SYNSKIN_0027454,1,1,1,1,0,0
SYNSKIN_0032117,1,0,1,0,0,0
SYNSKIN_0032138,0,0,0,1,0,0
SYNSKIN_0033100,1,1,0,1,0,1
SYNSKIN_0029222,0,1,0,0,1,1
SYNSKIN_0024982,0,0,0,1,0,0
SYNSKIN_0033609,1,0,0,1,0,1
SYNSKIN_0032248,0,1,1,0,1,0
SYNSKIN_0025975,0,0,0,1,1,0
SYNSKIN_0030041,1,1,1,1,0,1
SYNSKIN_0027778,1,0,0,0,0,0
SYNSKIN_0031492,1,0,0,0,0,1
SYNSKIN_0028315,1,1,0,1,0,0
SYNSKIN_0027174,0,1,0,0,1,0
SYNSKIN_0026721,1,1,1,1,0,1
SYNSKIN_0029091,1,0,0,0,0,1
SYNSKIN_0033476,1,0,0,0,1,0
SYNSKIN_0033339,0,1,0,0,0,0
SYNSKIN_0029398,0,1,1,1,0,0
SYNSKIN_0028409,1,1,1,0,0,0
SYNSKIN_0027568,1,1,0,1,0,0
SYNSKIN_0025290,0,1,1,1,0,1
SYNSKIN_0028686,0,1,0,0,1,0
SYNSKIN_0031765,1,0,0,0,0,1
SYNSKIN_0030733,0,0,0,1,0,1
SYNSKIN_0028165,0,1,1,0,1,0
SYNSKIN_0031102,1,1,1,0,0,0
SYNSKIN_0024395,1,0,0,0,0,1
SYNSKIN_0024799,1,1,0,1,0,0
SYNSKIN_0026937,0,1,1,0,0,0
SYNSKIN_0025585,1,0,0,0,0,1
SYNSKIN_0029090,1,0,0,1,0,0
SYNSKIN_0028583,1,0,0,0,0,0
SYNSKIN_0029471,1,0,0,0,0,1
SYNSKIN_0027981,0,1,1,1,0,1
SYNSKIN_0032857,1,1,1,1,0,0
SYNSKIN_0028728,0,0,1,0,0,0
SYNSKIN_0030448,0,0,1,1,0,0
SYNSKIN_0033104,1,0,0,0,1,0
SYNSKIN_0026597,1,1,0,0,0,0
SYNSKIN_0030372,0,1,0,0,1,0
SYNSKIN_0033873,0,1,0,1,0,1
SYNSKIN_0025737,0,0,0,1,0,0
SYNSKIN_0032545,1,0,0,1,0,0
SYNSKIN_0032310,1,1,0,0,1,0
SYNSKIN_0033039,1,1,0,0,0,1
SYNSKIN_0028077,0,1,1,1,0,0
SYNSKIN_0032985,1,0,0,1,0,0
SYNSKIN_0032552,0,1,1,1,0,1
SYNSKIN_0026086,0,1,0,0,1,0
SYNSKIN_0033558,0,0,1,0,0,0
SYNSKIN_0027136,0,1,0,1,1,1
SYNSKIN_0026110,1,0,0,1,0,1
SYNSKIN_0029414,1,1,1,1,0,1
SYNSKIN_0028383,0,1,0,1,0,1
SYNSKIN_0028367,1,0,0,0,1,0
SYNSKIN_0031317,0,1,0,1,0,1
SYNSKIN_0032462,0,0,0,1,0,0
SYNSKIN_0029874,0,1,1,0,1,0
SYNSKIN_0025209,1,1,0,0,1,0
SYNSKIN_0030805,1,0,0,0,0,1
SYNSKIN_0030715,1,1,0,0,0,1
SYNSKIN_0025983,1,1,0,1,0,0
SYNSKIN_0024776,0,1,0,0,0,0
SYNSKIN_0027217,0,1,1,0,0,0
SYNSKIN_0032625,1,1,0,0,1,0
SYNSKIN_0029607,1,0,0,0,0,1
SYNSKIN_0028467,1,1,0,1,0,0
SYNSKIN_0026395,1,0,0,1,0,1
SYNSKIN_0027296,1,1,0,1,0,1
SYNSKIN_0028567,1,1,0,1,0,1
SYNSKIN_0024325,0,0,1,1,0,0
SYNSKIN_0026001,0,1,0,1,0,1
SYNSKIN_0032228,1,1,0,1,0,1
SYNSKIN_0029816,0,1,1,0,0,0
SYNSKIN_0033640,0,1,1,0,1,0
SYNSKIN_0033908,0,0,0,1,0,1
SYNSKIN_0033156,0,0,0,1,0,0
SYNSKIN_0028774,1,1,0,0,0,0
SYNSKIN_0028793,1,0,0,0,0,0
SYNSKIN_0031871,1,0,0,0,0,0
SYNSKIN_0032673,1,0,0,1,0,0
SYNSKIN_0026922,0,0,0,1,0,0
SYNSKIN_0030420,0,0,0,1,0,0
SYNSKIN_0030637,1,1,0,1,0,0
SYNSKIN_0029258,1,0,0,1,0,0
SYNSKIN_0030310,1,0,0,1,0,1
SYNSKIN_0025939,1,0,0,1,0,0
SYNSKIN_0028681,0,0,0,1,0,0
SYNSKIN_0024798,1,0,0,0,1,0
SYNSKIN_0031693,1,1,1,1,0,0
SYNSKIN_0026902,1,0,0,0,1,0
SYNSKIN_0032880,1,1,0,1,0,1
SYNSKIN_0030871,0,0,0,1,0,0
SYNSKIN_0024322,0,0,0,1,1,0
SYNSKIN_0029864,0,0,1,1,0,0
SYNSKIN_0026534,1,1,0,1,0,0
SYNSKIN_0029586,0,1,1,1,0,0
SYNSKIN_0025730,0,1,0,0,1,0
SYNSKIN_0028798,0,0,0,1,1,0
SYNSKIN_0028912,1,1,0,0,0,0
SYNSKIN_0031820,1,1,0,0,0,0
SYNSKIN_0032656,1,1,0,1,0,0
SYNSKIN_0028995,0,0,1,1,0,0
SYNSKIN_0030520,0,1,1,1,0,0
SYNSKIN_0031983,0,1,1,0,0,0
SYNSKIN_0030149,1,0,0,0,0,0
SYNSKIN_0028647,0,1,0,1,1,1
SYNSKIN_0030706,1,0,0,0,0,1
SYNSKIN_0027439,1,1,1,0,0,0
SYNSKIN_0029818,1,1,1,1,0,1
SYNSKIN_0032595,1,1,0,0,1,0
SYNSKIN_0030085,0,1,0,0,0,0
SYNSKIN_0028458,0,1,0,1,1,1
SYNSKIN_0029693,1,1,1,0,0,0
SYNSKIN_0025577,1,0,0,0,0,0
SYNSKIN_0032394,1,0,1,0,0,0
SYNSKIN_0028815,1,0,1,0,0,0
SYNSKIN_0028582,1,1,1,1,0,0
SYNSKIN_0029488,0,1,1,1,0,1
SYNSKIN_0032018,1,0,0,0,0,0
SYNSKIN_0025032,0,0,0,1,0,0
SYNSKIN_0027554,1,0,0,0,1,0
SYNSKIN_0027411,0,1,0,1,1,1
SYNSKIN_0031846,0,1,0,0,0,0
SYNSKIN_0031083,0,1,1,1,0,1
SYNSKIN_0027025,1,1,0,1,0,0
SYNSKIN_0033310,1,0,0,0,1,0
SYNSKIN_0031211,1,1,1,1,0,0
SYNSKIN_0031771,0,1,0,0,0,0
SYNSKIN_0029741,1,0,0,0,1,0
SYNSKIN_0031334,0,0,0,1,0,1
SYNSKIN_0030833,1,0,0,0,1,0
SYNSKIN_0025256,1,1,1,0,0,0
SYNSKIN_0030722,0,0,1,0,0,0
SYNSKIN_0025655,1,1,1,0,0,0
SYNSKIN_0025659,0,1,0,1,0,1
SYNSKIN_0032489,1,1,0,0,0,1
SYNSKIN_0029352,1,0,0,0,0,1
SYNSKIN_0027280,1,0,1,0,0,0
SYNSKIN_0030615,0,1,0,0,1,0
SYNSKIN_0024757,1,0,0,0,0,1
SYNSKIN_0024687,0,1,1,0,1,0
SYNSKIN_0024910,1,0,0,1,0,0
SYNSKIN_0026665,0,0,1,0,0,0
SYNSKIN_0032593,0,1,0,1,1,1
SYNSKIN_0026485,1,1,1,1,0,1
SYNSKIN_0025919,0,1,0,0,0,0
SYNSKIN_0028141,0,1,1,0,0,0
SYNSKIN_0028209,0,0,0,1,0,1
SYNSKIN_0029188,1,0,0,0,1,0
SYNSKIN_0030563,1,0,1,0,0,0
SYNSKIN_0027951,0,1,1,0,1,0
SYNSKIN_0031728,0,1,0,1,1,1
SYNSKIN_0030913,1,0,0,0,1,0
SYNSKIN_0026553,0,1,1,1,0,0
SYNSKIN_0028917,0,0,0,1,1,0
SYNSKIN_0025606,1,0,0,0,0,0
SYNSKIN_0032556,1,0,0,1,0,0
SYNSKIN_0033911,0,1,1,0,1,0
SYNSKIN_0029065,0,0,0,1,0,0
SYNSKIN_0027615,0,0,1,1,0,0
SYNSKIN_0025358,0,1,1,0,0,0
SYNSKIN_0030492,0,0,1,1,0,0
SYNSKIN_0025795,0,1,1,0,0,0
SYNSKIN_0031674,0,1,0,0,0,0
SYNSKIN_0033968,0,1,1,1,0,1
SYNSKIN_0030806,0,0,0,1,0,1
SYNSKIN_0025598,0,1,1,0,1,0
SYNSKIN_0027765,1,0,0,0,0,0
SYNSKIN_0024442,1,1,1,1,0,0
SYNSKIN_0026158,1,1,1,1,0,0
SYNSKIN_0025757,1,1,0,0,1,0
SYNSKIN_0028296,1,0,0,0,0,0
SYNSKIN_0030934,0,0,0,1,1,0
SYNSKIN_0032573,0,1,1,1,0,0
SYNSKIN_0026670,0,1,0,1,0,1
SYNSKIN_0032905,0,1,0,0,0,0
SYNSKIN_0030745,1,0,1,0,0,0
SYNSKIN_0027329,0,1,1,1,0,0
SYNSKIN_0031308,0,0,1,0,0,0
SYNSKIN_0031227,1,0,0,1,0,1
SYNSKIN_0027816,0,0,1,0,0,0
SYNSKIN_0025686,1,1,1,0,0,0
SYNSKIN_0027988,1,0,1,0,0,0
SYNSKIN_0029883,1,1,1,0,0,0
SYNSKIN_0027229,0,1,1,1,0,1
SYNSKIN_0033260,1,1,0,0,1,0
SYNSKIN_0029234,0,0,1,0,0,0
SYNSKIN_0027436,0,0,0,1,0,1
SYNSKIN_0033491,1,1,0,0,0,1
SYNSKIN_0033414,1,1,1,1,0,1
SYNSKIN_0027327,1,1,1,1,0,1
SYNSKIN_0025293,0,0,1,1,0,0
SYNSKIN_0031781,0,1,0,1,0,1
SYNSKIN_0026754,1,1,1,1,0,1
SYNSKIN_0030242,1,1,1,0,0,0
SYNSKIN_0029725,0,1,0,1,1,1
SYNSKIN_0027179,1,0,0,0,0,0
SYNSKIN_0032418,1,0,0,0,0,1
SYNSKIN_0031223,0,1,0,1,0,1
SYNSKIN_0026047,0,1,0,0,0,0
SYNSKIN_0031320,1,1,1,0,0,0
SYNSKIN_0026799,1,1,0,1,0,1
SYNSKIN_0027098,0,1,0,0,0,0
SYNSKIN_0026049,0,0,0,1,1,0
SYNSKIN_0026804,0,1,0,1,0,1
SYNSKIN_0030010,1,0,0,1,0,0
SYNSKIN_0027418,1,0,0,1,0,0
SYNSKIN_0034078,0,1,1,1,0,0
SYNSKIN_0034053,1,1,1,0,0,0
SYNSKIN_0025880,0,1,0,0,0,0
SYNSKIN_0033149,0,1,0,1,1,1
SYNSKIN_0032683,0,0,0,1,0,0
SYNSKIN_0027626,0,0,0,1,1,0
SYNSKIN_0026220,1,0,0,0,0,0
SYNSKIN_0028809,1,0,0,0,0,1
SYNSKIN_0026779,1,1,1,1,0,0
SYNSKIN_0024344,0,1,1,1,0,1
SYNSKIN_0030022,0,1,1,1,0,1
SYNSKIN_0026506,1,1,0,1,0,1
SYNSKIN_0026810,0,0,1,1,0,0
SYNSKIN_0032559,1,1,1,1,0,0
SYNSKIN_0029577,1,0,1,0,0,0
SYNSKIN_0027682,0,0,0,1,1,0
SYNSKIN_0032607,1,0,1,0,0,0
SYNSKIN_0031514,1,0,0,1,0,1
SYNSKIN_0030235,1,0,0,0,1,0
SYNSKIN_0027785,0,0,0,1,1,0
SYNSKIN_0029168,0,1,0,1,0,1
SYNSKIN_0032484,1,0,0,1,0,0
SYNSKIN_0032219,1,0,0,0,0,1
SYNSKIN_0031314,0,0,0,1,0,0
SYNSKIN_0024621,0,1,1,0,0,0
SYNSKIN_0030044,0,1,0,1,0,1
SYNSKIN_0024853,0,1,1,0,0,0
SYNSKIN_0033279,1,1,0,1,0,1
SYNSKIN_0033241,1,0,0,0,1,0
SYNSKIN_0031351,0,1,1,1,0,0
SYNSKIN_0028489,1,1,1,1,0,0
SYNSKIN_0027103,0,0,0,1,0,1
SYNSKIN_0031597,0,0,0,1,1,0
SYNSKIN_0032017,1,0,1,0,0,0
SYNSKIN_0026943,0,1,1,0,0,0
SYNSKIN_0026806,0,0,0,1,0,0
SYNSKIN_0030514,1,0,0,1,0,1
SYNSKIN_0024680,1,1,0,0,0,1
SYNSKIN_0027110,0,1,1,0,0,0
SYNSKIN_0029628,0,1,0,0,0,0
SYNSKIN_0025098,0,1,1,0,1,0
SYNSKIN_0028048,1,1,0,0,0,1
SYNSKIN_0033168,0,1,0,1,1,1
SYNSKIN_0027519,0,1,1,1,0,0
SYNSKIN_0024996,1,0,0,0,0,1
SYNSKIN_0033729,1,0,0,0,0,0
SYNSKIN_0026640,0,1,1,0,1,0
SYNSKIN_0032311,0,1,1,1,0,1
SYNSKIN_0028934,0,0,1,0,0,0
SYNSKIN_0024977,1,1,1,0,0,0
SYNSKIN_0033680,1,1,0,0,1,0
SYNSKIN_0028654,1,0,0,1,0,0
SYNSKIN_0030001,0,1,0,1,1,1
SYNSKIN_0024731,1,0,0,1,0,1
SYNSKIN_0027934,0,1,0,1,0,1
SYNSKIN_0033563,0,1,0,1,0,1
SYNSKIN_0031980,1,0,0,1,0,1
SYNSKIN_0029144,0,1,1,1,0,1
SYNSKIN_0031919,0,0,0,1,0,1
SYNSKIN_0024364,1,1,1,1,0,0
SYNSKIN_0033636,0,1,0,1,0,1
SYNSKIN_0024435,0,1,0,0,1,0
SYNSKIN_0033072,0,0,0,1,1,0
SYNSKIN_0029305,0,1,1,1,0,0
SYNSKIN_0032661,1,1,0,0,0,0
SYNSKIN_0028290,0,0,0,1,0,1
SYNSKIN_0028432,0,1,1,1,0,0
SYNSKIN_0026748,0,1,0,0,1,0
SYNSKIN_0027030,1,0,0,0,1,0
SYNSKIN_0024629,0,1,1,1,0,0
SYNSKIN_0027422,1,1,1,1,0,1
SYNSKIN_0029836,0,1,0,1,0,1
SYNSKIN_0027413,0,1,1,1,0,1
SYNSKIN_0028154,0,1,0,0,0,0
SYNSKIN_0025756,0,1,1,1,0,0
SYNSKIN_0025359,1,1,0,1,0,1
SYNSKIN_0027289,0,1,1,1,0,0
SYNSKIN_0028488,1,0,1,0,0,0
SYNSKIN_0033673,1,1,0,0,0,0
SYNSKIN_0026602,1,1,0,0,0,1
SYNSKIN_0027300,0,1,1,1,0,1
SYNSKIN_0031153,1,1,0,1,0,1
SYNSKIN_0027606,0,1,1,0,1,0
SYNSKIN_0031896,0,1,1,0,0,0
SYNSKIN_0025671,0,1,1,1,0,1
SYNSKIN_0033148,0,1,1,1,0,0
SYNSKIN_0024778,0,1,1,1,0,1
SYNSKIN_0027122,1,1,0,1,0,0
SYNSKIN_0025148,0,1,1,1,0,0
SYNSKIN_0029775,1,0,0,0,0,0
SYNSKIN_0033739,0,1,1,1,0,0
SYNSKIN_0025744,0,0,1,1,0,0
SYNSKIN_0033056,1,0,0,1,0,1
SYNSKIN_0030646,0,1,0,0,0,0
SYNSKIN_0030946,0,0,0,1,0,1
SYNSKIN_0030020,0,0,0,1,0,0
SYNSKIN_0027497,1,1,0,0,0,0
SYNSKIN_0030027,1,0,0,0,0,1
SYNSKIN_0030330,1,0,0,0,1,0
SYNSKIN_0030670,0,1,1,1,0,1
SYNSKIN_0031160,1,0,1,0,0,0
SYNSKIN_0025182,0,1,1,1,0,0
SYNSKIN_0025493,1,0,1,0,0,0
SYNSKIN_0026932,0,1,1,0,0,0
SYNSKIN_0029228,1,1,1,0,0,0
SYNSKIN_0030617,0,1,1,0,1,0
SYNSKIN_0027798,1,1,0,0,0,1
SYNSKIN_0026382,1,1,0,0,1,0
SYNSKIN_0024353,0,1,1,1,0,0
SYNSKIN_0030007,1,1,0,1,0,1
SYNSKIN_0024319,1,0,0,1,0,0
SYNSKIN_0026079,0,0,0,1,1,0
SYNSKIN_0030263,0,1,1,1,0,0
SYNSKIN_0028621,0,1,1,1,0,0
SYNSKIN_0026372,0,1,0,0,1,0
SYNSKIN_0025972,0,0,0,1,0,1
SYNSKIN_0025587,0,1,0,1,0,1
SYNSKIN_0028958,1,0,0,1,0,1
SYNSKIN_0034005,0,1,1,1,0,0
SYNSKIN_0029023,0,1,0,1,1,1
SYNSKIN_0034111,1,0,0,1,0,0
SYNSKIN_0033595,0,1,1,1,0,0
SYNSKIN_0026622,0,0,0,1,0,1
SYNSKIN_0028073,1,0,0,1,0,1
SYNSKIN_0026152,1,0,0,0,0,1
SYNSKIN_0025518,1,1,0,1,0,0
SYNSKIN_0032873,1,1,0,0,1,0
SYNSKIN_0032303,0,0,0,1,0,1
SYNSKIN_0026953,0,1,0,1,1,1
SYNSKIN_0028562,1,1,1,1,0,1
SYNSKIN_0027442,1,1,1,1,0,0
SYNSKIN_0030264,0,1,0,1,1,1
SYNSKIN_0033831,0,1,1,0,1,0
SYNSKIN_0030179,0,0,1,1,0,0
SYNSKIN_0031904,0,1,1,1,0,1
SYNSKIN_0026764,1,0,0,0,0,1
SYNSKIN_0026023,1,1,0,0,0,1
SYNSKIN_0026672,0,1,1,1,0,0
SYNSKIN_0030053,0,1,0,0,0,0
SYNSKIN_0032563,0,1,1,1,0,0
SYNSKIN_0033300,0,1,1,0,0,0
SYNSKIN_0034147,0,0,1,1,0,0
SYNSKIN_0027541,0,1,0,0,0,0
SYNSKIN_0028534,1,1,1,1,0,0
SYNSKIN_0026277,0,1,0,1,0,1
SYNSKIN_0028933,0,1,0,0,1,0
SYNSKIN_0032903,1,0,0,0,0,0
SYNSKIN_0025123,1,0,1,0,0,0
SYNSKIN_0033478,0,0,1,0,0,0
SYNSKIN_0025758,0,1,0,1,0,1
SYNSKIN_0033354,0,0,0,1,0,1
SYNSKIN_0031038,1,1,0,0,1,0
SYNSKIN_0033543,0,1,0,1,0,1
SYNSKIN_0032110,0,1,1,0,1,0
SYNSKIN_0027662,1,1,0,1,0,0
SYNSKIN_0028013,1,0,0,0,0,0
SYNSKIN_0029232,0,1,0,0,0,0
SYNSKIN_0027197,1,1,1,0,0,0
SYNSKIN_0027152,0,0,1,0,0,0
SYNSKIN_0029490,0,1,1,0,0,0
SYNSKIN_0033306,0,1,0,0,1,0
SYNSKIN_0027257,1,1,0,1,0,0
SYNSKIN_0024975,1,1,0,1,0,1
SYNSKIN_0029782,0,0,0,1,1,0
SYNSKIN_0033614,1,0,0,0,0,0
SYNSKIN_0030567,0,1,0,0,0,0
SYNSKIN_0033786,0,1,1,1,0,0
SYNSKIN_0029691,1,0,0,0,0,1
SYNSKIN_0031267,0,0,0,1,0,1
SYNSKIN_0025741,0,1,1,1,0,0
SYNSKIN_0025546,1,0,0,1,0,0
SYNSKIN_0028379,1,0,0,0,0,0
SYNSKIN_0030983,1,1,1,0,0,0
SYNSKIN_0026835,0,1,1,0,0,0
SYNSKIN_0027533,0,1,0,1,0,1
SYNSKIN_0031709,0,0,1,0,0,0
SYNSKIN_0031133,0,1,0,0,1,0
SYNSKIN_0028808,0,1,0,0,0,0
SYNSKIN_0025697,0,0,0,1,0,1
SYNSKIN_0033823,0,0,0,1,0,0
SYNSKIN_0029922,1,0,0,1,0,1
SYNSKIN_0025553,1,0,0,1,0,0
SYNSKIN_0028810,1,1,0,0,1,0
SYNSKIN_0031850,0,1,0,0,0,0
SYNSKIN_0029070,1,1,0,1,0,1
SYNSKIN_0034116,0,1,0,1,0,1
SYNSKIN_0033816,0,0,1,0,0,0
SYNSKIN_0030614,0,1,1,0,1,0
SYNSKIN_0025937,1,1,0,1,0,0
SYNSKIN_0025389,0,0,1,0,0,0
SYNSKIN_0027039,0,1,1,0,1,0
SYNSKIN_0027308,0,0,0,1,1,0
SYNSKIN_0027472,0,1,0,1,0,1
SYNSKIN_0034272,1,1,1,1,0,0
SYNSKIN_0025987,0,1,1,0,0,0
SYNSKIN_0029177,0,1,0,0,0,0
SYNSKIN_0024309,0,1,0,0,1,0
SYNSKIN_0029306,1,1,1,0,0,0
SYNSKIN_0032868,1,1,0,0,1,0
SYNSKIN_0031616,1,0,0,0,0,1
SYNSKIN_0029833,0,1,1,1,0,0
SYNSKIN_0030638,1,0,0,0,0,0
SYNSKIN_0029474,1,1,0,1,0,1
SYNSKIN_0034263,1,0,0,0,1,0
SYNSKIN_0030757,1,1,0,0,0,0
SYNSKIN_0024439,1,1,0,0,1,0
SYNSKIN_0032632,0,1,0,1,0,1
SYNSKIN_0031457,1,0,0,0,1,0
SYNSKIN_0028616,0,1,1,1,0,1
SYNSKIN_0030130,1,1,1,0,0,0
SYNSKIN_0027006,0,0,1,1,0,0
SYNSKIN_0025163,1,1,1,1,0,0
SYNSKIN_0029911,1,1,1,1,0,1
SYNSKIN_0034068,0,0,0,1,0,1
SYNSKIN_0025982,1,1,0,1,0,1
SYNSKIN_0029241,0,1,0,0,0,0
SYNSKIN_0026648,1,1,0,0,0,0
SYNSKIN_0024656,0,1,1,1,0,0
SYNSKIN_0031591,1,1,0,1,0,1
SYNSKIN_0025853,1,1,0,1,0,1
SYNSKIN_0028543,0,1,0,0,0,0
SYNSKIN_0030169,1,0,0,0,0,0
SYNSKIN_0029399,0,1,1,1,0,0
SYNSKIN_0031823,0,1,0,0,1,0
SYNSKIN_0026138,0,1,1,0,0,0
SYNSKIN_0026512,1,1,1,0,0,0
SYNSKIN_0026989,0,1,0,0,1,0
SYNSKIN_0028218,0,1,1,1,0,1
SYNSKIN_0031336,0,1,1,0,0,0
SYNSKIN_0024461,0,1,1,0,0,0
SYNSKIN_0029426,1,1,1,1,0,0
SYNSKIN_0030792,0,1,0,1,1,1
SYNSKIN_0026016,0,1,1,1,0,0
SYNSKIN_0027939,0,1,1,1,0,0
SYNSKIN_0032735,0,1,1,0,1,0
SYNSKIN_0031723,1,0,0,0,1,0
SYNSKIN_0032862,1,0,0,0,0,0
SYNSKIN_0029297,1,1,1,1,0,1
SYNSKIN_0030025,1,1,0,0,0,0
SYNSKIN_0031230,0,1,1,1,0,0
SYNSKIN_0027825,1,1,0,0,0,1
SYNSKIN_0025599,1,0,0,0,0,0
SYNSKIN_0033358,1,1,1,1,0,1
SYNSKIN_0026592,1,1,0,0,0,0
SYNSKIN_0027788,0,1,1,0,1,0
SYNSKIN_0030921,0,1,0,1,1,1
SYNSKIN_0024631,1,0,0,0,0,1
SYNSKIN_0027720,0,1,0,0,1,0
SYNSKIN_0032701,1,1,1,1,0,0
SYNSKIN_0024462,0,0,0,1,0,1
SYNSKIN_0034214,0,1,1,1,0,0
SYNSKIN_0030014,1,1,0,0,1,0
SYNSKIN_0024581,1,1,0,1,0,0
SYNSKIN_0029225,1,1,0,0,1,0
SYNSKIN_0029109,0,0,0,1,0,0
SYNSKIN_0032551,1,1,1,0,0,0
SYNSKIN_0028743,1,1,0,0,1,0
SYNSKIN_0027212,1,0,0,0,0,1
SYNSKIN_0028668,0,0,1,1,0,0
SYNSKIN_0026359,0,1,0,1,0,1
SYNSKIN_0032134,1,1,0,0,0,0
SYNSKIN_0029025,0,1,0,0,0,0
SYNSKIN_0029630,1,1,1,0,0,0
SYNSKIN_0030440,0,1,0,0,0,0
SYNSKIN_0028925,1,1,0,0,1,0
SYNSKIN_0032482,1,1,0,0,0,0
SYNSKIN_0030000,1,0,0,1,0,0
SYNSKIN_0033795,0,1,1,1,0,0
SYNSKIN_0028781,1,1,1,0,0,0
SYNSKIN_0034269,1,0,0,1,0,0
SYNSKIN_0028587,1,1,0,0,0,1
SYNSKIN_0027598,1,0,0,0,1,0
SYNSKIN_0028150,1,1,1,0,0,0
SYNSKIN_0025007,1,1,0,0,0,1
SYNSKIN_0027479,1,1,0,0,1,0
SYNSKIN_0032536,1,0,0,0,1,0
SYNSKIN_0024519,0,1,0,1,0,1
SYNSKIN_0027994,0,1,1,1,0,1
SYNSKIN_0031893,1,1,1,1,0,0
SYNSKIN_0032679,0,0,0,1,1,0
SYNSKIN_0026680,1,1,0,0,1,0
SYNSKIN_0034095,1,1,1,0,0,0
SYNSKIN_0029031,0,1,0,1,1,1
SYNSKIN_0025151,0,0,0,1,0,0
SYNSKIN_0026576,0,1,1,1,0,1
SYNSKIN_0024662,1,1,1,0,0,0
SYNSKIN_0030174,1,1,0,1,0,1
SYNSKIN_0026482,1,0,0,0,0,1
SYNSKIN_0026274,0,0,0,1,0,0
SYNSKIN_0031708,0,0,1,0,0,0
SYNSKIN_0028203,1,0,0,1,0,1
SYNSKIN_0027396,1,0,1,0,0,0
SYNSKIN_0032006,1,1,1,0,0,0
SYNSKIN_0025483,1,1,0,0,0,1
SYNSKIN_0025339,1,1,1,1,0,0
SYNSKIN_0030537,1,1,0,0,1,0
SYNSKIN_0031455,1,1,1,1,0,1
SYNSKIN_0031694,0,0,0,1,1,0
SYNSKIN_0034119,1,1,0,1,0,0
SYNSKIN_0025022,0,1,0,0,0,0
SYNSKIN_0026921,0,0,0,1,0,0
SYNSKIN_0028461,0,1,0,0,0,0
SYNSKIN_0030701,0,1,1,1,0,0
SYNSKIN_0028970,0,1,1,1,0,0
SYNSKIN_0028370,1,0,0,1,0,0
SYNSKIN_0031936,1,1,0,1,0,0
SYNSKIN_0030649,1,0,1,0,0,0
SYNSKIN_0030031,0,0,1,1,0,0
SYNSKIN_0028931,1,1,0,1,0,1
SYNSKIN_0031555,0,0,1,1,0,0
SYNSKIN_0028044,1,0,0,0,0,1
SYNSKIN_0033158,1,1,0,0,0,1
SYNSKIN_0024489,0,0,0,1,0,0
SYNSKIN_0033760,0,0,0,1,0,1
SYNSKIN_0025770,1,1,0,1,0,1
SYNSKIN_0025565,0,1,1,1,0,0
SYNSKIN_0033238,1,1,1,1,0,1
SYNSKIN_0030096,1,0,0,0,0,0
SYNSKIN_0029578,1,0,0,1,0,0
SYNSKIN_0026297,0,1,1,1,0,0
SYNSKIN_0029619,1,1,0,0,0,1
SYNSKIN_0030939,1,1,0,0,1,0
SYNSKIN_0033076,0,1,1,0,0,0
SYNSKIN_0030620,0,1,1,0,0,0
SYNSKIN_0031605,0,1,0,0,0,0
SYNSKIN_0030205,1,1,0,1,0,0
SYNSKIN_0028580,0,1,1,1,0,0
SYNSKIN_0034222,0,1,1,1,0,0
SYNSKIN_0032758,0,1,0,1,0,1
SYNSKIN_0033079,1,0,0,0,0,1
SYNSKIN_0032810,1,1,1,0,0,0
SYNSKIN_0029396,1,1,0,0,0,1
SYNSKIN_0033390,0,1,0,0,0,0
SYNSKIN_0031105,0,0,1,1,0,0
SYNSKIN_0030477,1,1,1,0,0,0
SYNSKIN_0027340,1,0,0,1,0,0
SYNSKIN_0028294,1,1,0,0,0,0
SYNSKIN_0026262,1,0,0,0,1,0
SYNSKIN_0025334,0,1,0,1,0,1
SYNSKIN_0032154,1,1,0,0,0,1
SYNSKIN_0033730,1,1,0,0,0,1
SYNSKIN_0028768,1,0,0,1,0,1
SYNSKIN_0027223,0,1,1,1,0,0
SYNSKIN_0028469,1,1,1,1,0,0
SYNSKIN_0024646,1,0,0,0,0,1
SYNSKIN_0025627,0,1,1,1,0,0
SYNSKIN_0026178,0,1,0,0,1,0
SYNSKIN_0029459,1,0,0,1,0,0
SYNSKIN_0026705,0,1,0,0,1,0
SYNSKIN_0028963,0,1,1,1,0,1
SYNSKIN_0030439,1,0,0,1,0,1
SYNSKIN_0030568,1,0,0,1,0,1
SYNSKIN_0032616,1,0,0,0,0,1
SYNSKIN_0029780,0,1,1,1,0,1
SYNSKIN_0031656,0,0,0,1,1,0
SYNSKIN_0031862,0,0,1,1,0,0
SYNSKIN_0030497,0,0,0,1,0,1
SYNSKIN_0030952,0,1,0,1,0,1
SYNSKIN_0024638,1,1,1,1,0,0
SYNSKIN_0031712,1,0,0,0,0,0
SYNSKIN_0031750,0,1,1,1,0,0
SYNSKIN_0033657,0,1,0,0,0,0
SYNSKIN_0026080,0,0,0,1,1,0
SYNSKIN_0031463,0,0,0,1,1,0
SYNSKIN_0025765,1,0,0,0,1,0
SYNSKIN_0031345,1,0,0,0,0,0
SYNSKIN_0031495,0,1,0,0,0,0
SYNSKIN_0028499,0,1,0,1,0,1
